"","symbol_hs","symbol_mm","symbol_hs_mm"
"495","PDZK1IP1","Pdzk1ip1","PDZK1IP1_Pdzk1ip1"
"496","TAL1","Tal1","TAL1_Tal1"
"497","STIL","Stil","STIL_Stil"
"498","CMPK1","Cmpk1","CMPK1_Cmpk1"
"499","FOXD2","Foxd2","FOXD2_Foxd2"
"500","TRABD2B","Trabd2b","TRABD2B_Trabd2b"
"501","SLC5A9","Slc5a9","SLC5A9_Slc5a9"
"502","SPATA6","Spata6","SPATA6_Spata6"
"503","AGBL4","Agbl4","AGBL4_Agbl4"
"504","BEND5","Bend5","BEND5_Bend5"
"505","FAF1","Faf1","FAF1_Faf1"
"506","CDKN2C","Cdkn2c","CDKN2C_Cdkn2c"
"507","RNF11","Rnf11","RNF11_Rnf11"
"508","TTC39A","Ttc39a","TTC39A_Ttc39a"
"509","EPS15","Eps15","EPS15_Eps15"
"510","OSBPL9","Osbpl9","OSBPL9_Osbpl9"
"511","NRDC","Nrd1","NRDC_Nrd1"
"512","RAB3B","Rab3b","RAB3B_Rab3b"
"513","TXNDC12","Txndc12","TXNDC12_Txndc12"
"514","KTI12","Kti12","KTI12_Kti12"
"515","BTF3L4","Btf3l4b","BTF3L4_Btf3l4b"
"516","ZFYVE9","Zfyve9","ZFYVE9_Zfyve9"
"517","CC2D1B","Cc2d1b","CC2D1B_Cc2d1b"
"518","ORC1","Orc1","ORC1_Orc1"
"519","PRPF38A","Prpf38a","PRPF38A_Prpf38a"
"520","TUT4","Tut4","TUT4_Tut4"
"521","GPX7","Gpx7","GPX7_Gpx7"
"522","SHISAL2A","Shisal2a","SHISAL2A_Shisal2a"
"523","COA7","Coa7","COA7_Coa7"
"524","ZYG11B","Zyg11b","ZYG11B_Zyg11b"
"525","ECHDC2","Echdc2","ECHDC2_Echdc2"
"526","SCP2","Scp2","SCP2_Scp2"
"527","PODN","Podn","PODN_Podn"
"528","SLC1A7","Slc1a7","SLC1A7_Slc1a7"
"529","CPT2","Cpt2","CPT2_Cpt2"
"530","CZIB","Czib","CZIB_Czib"
"531","MAGOH","Magoh","MAGOH_Magoh"
"532","LRP8","Lrp8","LRP8_Lrp8"
"533","GLIS1","Glis1","GLIS1_Glis1"
"534","NDC1","Ndc1","NDC1_Ndc1"
"535","YIPF1","Yipf1","YIPF1_Yipf1"
"536","DIO1","Dio1","DIO1_Dio1"
"537","HSPB11","Hspb11","HSPB11_Hspb11"
"538","LRRC42","Lrrc42","LRRC42_Lrrc42"
"539","LDLRAD1","Ldlrad1","LDLRAD1_Ldlrad1"
"540","TMEM59","Tmem59","TMEM59_Tmem59"
"541","TCEANC2","Tceanc2","TCEANC2_Tceanc2"
"542","CYB5RL","Cyb5rl","CYB5RL_Cyb5rl"
"543","MRPL37","Mrpl37","MRPL37_Mrpl37"
"544","SSBP3","Ssbp3","SSBP3_Ssbp3"
"545","ACOT11","Acot11","ACOT11_Acot11"
"546","MROH7","Mroh7","MROH7_Mroh7"
"547","TTC4","Ttc4","TTC4_Ttc4"
"548","PARS2","Pars2","PARS2_Pars2"
"549","TTC22","Ttc22","TTC22_Ttc22"
"550","DHCR24","Dhcr24","DHCR24_Dhcr24"
"551","TMEM61","Tmem61","TMEM61_Tmem61"
"552","PCSK9","Pcsk9","PCSK9_Pcsk9"
"553","USP24","Usp24","USP24_Usp24"
"554","PLPP3","Plpp3","PLPP3_Plpp3"
"555","PRKAA2","Prkaa2","PRKAA2_Prkaa2"
"556","FYB2","Fyb2","FYB2_Fyb2"
"557","C8B","C8b","C8B_C8b"
"558","DAB1","Dab1","DAB1_Dab1"
"559","OMA1","Oma1","OMA1_Oma1"
"560","TACSTD2","Tacstd2","TACSTD2_Tacstd2"
"561","MYSM1","Mysm1","MYSM1_Mysm1"
"562","JUN","Jun","JUN_Jun"
"563","FGGY","Fggy","FGGY_Fggy"
"564","HOOK1","Hook1","HOOK1_Hook1"
"565","C1orf87","Gm12695","C1orf87_Gm12695"
"566","NFIA","Nfia","NFIA_Nfia"
"567","TM2D1","Tm2d1","TM2D1_Tm2d1"
"568","PATJ","Patj","PATJ_Patj"
"569","L1TD1","L1td1","L1TD1_L1td1"
"570","KANK4","Kank4","KANK4_Kank4"
"571","USP1","Usp1","USP1_Usp1"
"572","DOCK7","Dock7","DOCK7_Dock7"
"573","ATG4C","Atg4c","ATG4C_Atg4c"
"574","ALG6","Alg6","ALG6_Alg6"
"575","ITGB3BP","Itgb3bp","ITGB3BP_Itgb3bp"
"576","EFCAB7","Efcab7","EFCAB7_Efcab7"
"577","PGM1","Pgm1","PGM1_Pgm1"
"578","ROR1","Ror1","ROR1_Ror1"
"579","CACHD1","Cachd1","CACHD1_Cachd1"
"580","RAVER2","Raver2","RAVER2_Raver2"
"581","JAK1","Jak1","JAK1_Jak1"
"582","AK4","Ak4","AK4_Ak4"
"583","DNAJC6","Dnajc6","DNAJC6_Dnajc6"
"584","LEPROT","Leprot","LEPROT_Leprot"
"585","LEPR","Lepr","LEPR_Lepr"
"586","PDE4B","Pde4b","PDE4B_Pde4b"
"587","SGIP1","Sgip1","SGIP1_Sgip1"
"588","MIER1","Mier1","MIER1_Mier1"
"589","SLC35D1","Slc35d1","SLC35D1_Slc35d1"
"590","C1orf141","4921539E11Rik","C1orf141_4921539E11Rik"
"591","IL12RB2","Il12rb2","IL12RB2_Il12rb2"
"592","SERBP1","Serbp1","SERBP1_Serbp1"
"593","GADD45A","Gadd45a","GADD45A_Gadd45a"
"594","GNG12","Gng12","GNG12_Gng12"
"595","WLS","Wls","WLS_Wls"
"596","DEPDC1","Depdc1a","DEPDC1_Depdc1a"
"597","LRRC40","Lrrc40","LRRC40_Lrrc40"
"598","SRSF11","Srsf11","SRSF11_Srsf11"
"599","ANKRD13C","Ankrd13c","ANKRD13C_Ankrd13c"
"600","CTH","Cth","CTH_Cth"
"601","PTGER3","Ptger3","PTGER3_Ptger3"
"602","ZRANB2","Zranb2","ZRANB2_Zranb2"
"603","NEGR1","Negr1","NEGR1_Negr1"
"604","LRRIQ3","Lrriq3","LRRIQ3_Lrriq3"
"605","FPGT","Fpgt","FPGT_Fpgt"
"606","TNNI3K","Tnni3k","TNNI3K_Tnni3k"
"607","ERICH3","Erich3","ERICH3_Erich3"
"608","CRYZ","Cryz","CRYZ_Cryz"
"609","TYW3","Tyw3","TYW3_Tyw3"
"610","SLC44A5","Slc44a5","SLC44A5_Slc44a5"
"611","ACADM","Acadm","ACADM_Acadm"
"612","RABGGTB","Rabggtb","RABGGTB_Rabggtb"
"613","ST6GALNAC3","St6galnac3","ST6GALNAC3_St6galnac3"
"614","ST6GALNAC5","St6galnac5","ST6GALNAC5_St6galnac5"
"615","PIGK","Pigk","PIGK_Pigk"
"616","AK5","Ak5","AK5_Ak5"
"617","USP33","Usp33","USP33_Usp33"
"618","MIGA1","Miga1","MIGA1_Miga1"
"619","NEXN","Nexn","NEXN_Nexn"
"620","FUBP1","Fubp1","FUBP1_Fubp1"
"621","DNAJB4","Dnajb4","DNAJB4_Dnajb4"
"622","GIPC2","Gipc2","GIPC2_Gipc2"
"623","PTGFR","Ptgfr","PTGFR_Ptgfr"
"624","IFI44L","Ifi44l","IFI44L_Ifi44l"
"625","IFI44","Ifi44","IFI44_Ifi44"
"626","ADGRL4","Adgrl4","ADGRL4_Adgrl4"
"627","ADGRL2","Adgrl2","ADGRL2_Adgrl2"
"628","TTLL7","Ttll7","TTLL7_Ttll7"
"629","PRKACB","Prkacb","PRKACB_Prkacb"
"630","SAMD13","Samd13","SAMD13_Samd13"
"631","DNASE2B","Dnase2b","DNASE2B_Dnase2b"
"632","RPF1","Rpf1","RPF1_Rpf1"
"633","GNG5","Gng5","GNG5_Gng5"
"634","SPATA1","Spata1","SPATA1_Spata1"
"635","CTBS","Ctbs","CTBS_Ctbs"
"636","SSX2IP","Ssx2ip","SSX2IP_Ssx2ip"
"637","LPAR3","Lpar3","LPAR3_Lpar3"
"638","MCOLN2","Mcoln2","MCOLN2_Mcoln2"
"639","MCOLN3","Mcoln3","MCOLN3_Mcoln3"
"640","SYDE2","Syde2","SYDE2_Syde2"
"641","C1orf52","2410004B18Rik","C1orf52_2410004B18Rik"
"642","BCL10","Bcl10","BCL10_Bcl10"
"643","DDAH1","Ddah1","DDAH1_Ddah1"
"644","CCN1","Ccn1","CCN1_Ccn1"
"645","ZNHIT6","Znhit6","ZNHIT6_Znhit6"
"646","ODF2L","Odf2l","ODF2L_Odf2l"
"647","CLCA2","Clca2","CLCA2_Clca2"
"648","SH3GLB1","Sh3glb1","SH3GLB1_Sh3glb1"
"649","SELENOF","Selenof","SELENOF_Selenof"
"650","HS2ST1","Hs2st1","HS2ST1_Hs2st1"
"651","LMO4","Lmo4","LMO4_Lmo4"
"652","PKN2","Pkn2","PKN2_Pkn2"
"653","GTF2B","Gtf2b","GTF2B_Gtf2b"
"654","KYAT3","Kyat3","KYAT3_Kyat3"
"655","GBP5","Gbp5","GBP5_Gbp5"
"656","LRRC8B","Lrrc8b","LRRC8B_Lrrc8b"
"657","LRRC8C","Lrrc8c","LRRC8C_Lrrc8c"
"658","LRRC8D","Lrrc8d","LRRC8D_Lrrc8d"
"659","ZNF326","Zfp326","ZNF326_Zfp326"
"660","ZNF644","Zfp644","ZNF644_Zfp644"
"661","HFM1","Hfm1","HFM1_Hfm1"
"662","CDC7","Cdc7","CDC7_Cdc7"
"663","TGFBR3","Tgfbr3","TGFBR3_Tgfbr3"
"664","EPHX4","Ephx4","EPHX4_Ephx4"
"665","BTBD8","Btbd8","BTBD8_Btbd8"
"666","GLMN","Glmn","GLMN_Glmn"
"667","RPAP2","Rpap2","RPAP2_Rpap2"
"668","GFI1","Gfi1","GFI1_Gfi1"
"669","EVI5","Evi5","EVI5_Evi5"
"670","DIPK1A","Dipk1a","DIPK1A_Dipk1a"
"671","MTF2","Mtf2","MTF2_Mtf2"
"672","TMED5","Tmed5","TMED5_Tmed5"
"673","CCDC18","Ccdc18","CCDC18_Ccdc18"
"674","DR1","Dr1","DR1_Dr1"
"675","FNBP1L","Fnbp1l","FNBP1L_Fnbp1l"
"676","BCAR3","Bcar3","BCAR3_Bcar3"
"677","DNTTIP2","Dnttip2","DNTTIP2_Dnttip2"
"678","GCLM","Gclm","GCLM_Gclm"
"679","ABCA4","Abca4","ABCA4_Abca4"
"680","ARHGAP29","Arhgap29","ARHGAP29_Arhgap29"
"681","ABCD3","Abcd3","ABCD3_Abcd3"
"682","F3","F3","F3_F3"
"683","SLC44A3","Slc44a3","SLC44A3_Slc44a3"
"684","CNN3","Cnn3","CNN3_Cnn3"
"685","ALG14","Alg14","ALG14_Alg14"
"686","TLCD4","Tlcd4","TLCD4_Tlcd4"
"687","RWDD3","Rwdd3","RWDD3_Rwdd3"
"688","PTBP2","Ptbp2","PTBP2_Ptbp2"
"689","DPYD","Dpyd","DPYD_Dpyd"
"690","SNX7","Snx7","SNX7_Snx7"
"691","PLPPR5","Plppr5","PLPPR5_Plppr5"
"692","PLPPR4","Plppr4","PLPPR4_Plppr4"
"693","PALMD","Palmd","PALMD_Palmd"
"694","FRRS1","Frrs1","FRRS1_Frrs1"
"695","AGL","Agl","AGL_Agl"
"696","SLC35A3","Slc35a3","SLC35A3_Slc35a3"
"697","MFSD14A","Mfsd14a","MFSD14A_Mfsd14a"
"698","SASS6","Sass6","SASS6_Sass6"
"699","TRMT13","Trmt13","TRMT13_Trmt13"
"700","LRRC39","Lrrc39","LRRC39_Lrrc39"
"701","DBT","Dbt","DBT_Dbt"
"702","RTCA","Rtca","RTCA_Rtca"
"703","CDC14A","Cdc14a","CDC14A_Cdc14a"
"704","VCAM1","Vcam1","VCAM1_Vcam1"
"705","EXTL2","Extl2","EXTL2_Extl2"
"706","SLC30A7","Slc30a7","SLC30A7_Slc30a7"
"707","DPH5","Dph5","DPH5_Dph5"
"708","S1PR1","S1pr1","S1PR1_S1pr1"
"709","COL11A1","Col11a1","COL11A1_Col11a1"
"710","RNPC3","Rnpc3","RNPC3_Rnpc3"
"711","PRMT6","Prmt6","PRMT6_Prmt6"
"712","NTNG1","Ntng1","NTNG1_Ntng1"
"713","VAV3","Vav3","VAV3_Vav3"
"714","SLC25A24","Slc25a24","SLC25A24_Slc25a24"
"715","FAM102B","Fam102b","FAM102B_Fam102b"
"716","HENMT1","Henmt1","HENMT1_Henmt1"
"717","PRPF38B","Prpf38b","PRPF38B_Prpf38b"
"718","STXBP3","Stxbp3","STXBP3_Stxbp3"
"719","AKNAD1","Aknad1","AKNAD1_Aknad1"
"720","GPSM2","Gpsm2","GPSM2_Gpsm2"
"721","CLCC1","Clcc1","CLCC1_Clcc1"
"722","WDR47","Wdr47","WDR47_Wdr47"
"723","TAF13","Taf13","TAF13_Taf13"
"724","CELSR2","Celsr2","CELSR2_Celsr2"
"725","PSRC1","Psrc1","PSRC1_Psrc1"
"726","MYBPHL","Mybphl","MYBPHL_Mybphl"
"727","SORT1","Sort1","SORT1_Sort1"
"728","PSMA5","Psma5","PSMA5_Psma5"
"729","SYPL2","Sypl2","SYPL2_Sypl2"
"730","ATXN7L2","Atxn7l2","ATXN7L2_Atxn7l2"
"731","CYB561D1","Cyb561d1","CYB561D1_Cyb561d1"
"732","AMIGO1","Amigo1","AMIGO1_Amigo1"
"733","GNAI3","Gnai3","GNAI3_Gnai3"
"734","AMPD2","Ampd2","AMPD2_Ampd2"
"735","GSTM4","Gstm4","GSTM4_Gstm4"
"736","GSTM3","Gstm5","GSTM3_Gstm5"
"737","CSF1","Csf1","CSF1_Csf1"
"738","AHCYL1","Ahcyl1","AHCYL1_Ahcyl1"
"739","STRIP1","Strip1","STRIP1_Strip1"
"740","KCNC4","Kcnc4","KCNC4_Kcnc4"
"741","RBM15","Rbm15","RBM15_Rbm15"
"742","SLC16A4","Slc16a4","SLC16A4_Slc16a4"
"743","LAMTOR5","Lamtor5","LAMTOR5_Lamtor5"
"744","KCNA2","Kcna2","KCNA2_Kcna2"
"745","KCNA3","Kcna3","KCNA3_Kcna3"
"746","CD53","Cd53","CD53_Cd53"
"747","LRIF1","Lrif1","LRIF1_Lrif1"
"748","DRAM2","Dram2","DRAM2_Dram2"
"749","CEPT1","Cept1","CEPT1_Cept1"
"750","DENND2D","Dennd2d","DENND2D_Dennd2d"
"751","PIFO","Pifo","PIFO_Pifo"
"752","OVGP1","Ovgp1","OVGP1_Ovgp1"
"753","WDR77","Wdr77","WDR77_Wdr77"
"754","ATP5PB","Atp5pb","ATP5PB_Atp5pb"
"755","C1orf162","I830077J02Rik","C1orf162_I830077J02Rik"
"756","TMIGD3","Tmigd3","TMIGD3_Tmigd3"
"757","ADORA3","Adora3","ADORA3_Adora3"
"758","RAP1A","Rap1a","RAP1A_Rap1a"
"759","INKA2","Inka2","INKA2_Inka2"
"760","DDX20","Ddx20","DDX20_Ddx20"
"761","KCND3","Kcnd3","KCND3_Kcnd3"
"762","CTTNBP2NL","Cttnbp2nl","CTTNBP2NL_Cttnbp2nl"
"763","WNT2B","Wnt2b","WNT2B_Wnt2b"
"764","ST7L","St7l","ST7L_St7l"
"765","CAPZA1","4933400A11Rik","CAPZA1_4933400A11Rik"
"766","MOV10","Mov10","MOV10_Mov10"
"767","RHOC","Rhoc","RHOC_Rhoc"
"768","PPM1J","Ppm1j","PPM1J_Ppm1j"
"769","SLC16A1","Slc16a1","SLC16A1_Slc16a1"
"770","LRIG2","Lrig2","LRIG2_Lrig2"
"771","MAGI3","Magi3","MAGI3_Magi3"
"772","PHTF1","Phtf1","PHTF1_Phtf1"
"773","RSBN1","Rsbn1","RSBN1_Rsbn1"
"774","PTPN22","Ptpn22","PTPN22_Ptpn22"
"775","BCL2L15","Bcl2l15","BCL2L15_Bcl2l15"
"776","AP4B1","Ap4b1","AP4B1_Ap4b1"
"777","DCLRE1B","Dclre1b","DCLRE1B_Dclre1b"
"778","HIPK1","Hipk1","HIPK1_Hipk1"
"779","OLFML3","Olfml3","OLFML3_Olfml3"
"780","TRIM33","Trim33","TRIM33_Trim33"
"781","BCAS2","Bcas2","BCAS2_Bcas2"
"782","DENND2C","Dennd2c","DENND2C_Dennd2c"
"783","AMPD1","Ampd1","AMPD1_Ampd1"
"784","NRAS","Nras","NRAS_Nras"
"785","CSDE1","Csde1","CSDE1_Csde1"
"786","SIKE1","Sike1","SIKE1_Sike1"
"787","TSPAN2","Tspan2","TSPAN2_Tspan2"
"788","NGF","Ngf","NGF_Ngf"
"789","VANGL1","Vangl1","VANGL1_Vangl1"
"790","CASQ2","Casq2","CASQ2_Casq2"
"791","SLC22A15","Slc22a15","SLC22A15_Slc22a15"
"792","ATP1A1","Atp1a1","ATP1A1_Atp1a1"
"793","IGSF3","Igsf3","IGSF3_Igsf3"
"794","CD2","Cd2","CD2_Cd2"
"795","PTGFRN","Ptgfrn","PTGFRN_Ptgfrn"
"796","CD101","Cd101","CD101_Cd101"
"797","TTF2","Ttf2","TTF2_Ttf2"
"798","TRIM45","Trim45","TRIM45_Trim45"
"799","VTCN1","Vtcn1","VTCN1_Vtcn1"
"800","MAN1A2","Man1a2","MAN1A2_Man1a2"
"801","TENT5C","Tent5c","TENT5C_Tent5c"
"802","GDAP2","Gdap2","GDAP2_Gdap2"
"803","WDR3","Wdr3","WDR3_Wdr3"
"804","SPAG17","Spag17","SPAG17_Spag17"
"805","TBX15","Tbx15","TBX15_Tbx15"
"806","WARS2","Wars2","WARS2_Wars2"
"807","ZNF697","Zfp697","ZNF697_Zfp697"
"808","PHGDH","Phgdh","PHGDH_Phgdh"
"809","HMGCS2","Hmgcs2","HMGCS2_Hmgcs2"
"810","NOTCH2","Notch2","NOTCH2_Notch2"
"811","SEC22B","Sec22b","SEC22B_Sec22b"
"812","CD160","Cd160","CD160_Cd160"
"813","RNF115","Rnf115","RNF115_Rnf115"
"814","POLR3C","Polr3c","POLR3C_Polr3c"
"815","NUDT17","Nudt17","NUDT17_Nudt17"
"816","PIAS3","Pias3","PIAS3_Pias3"
"817","ANKRD35","Ankrd35","ANKRD35_Ankrd35"
"818","ITGA10","Itga10","ITGA10_Itga10"
"819","PEX11B","Pex11b","PEX11B_Pex11b"
"820","LIX1L","Lix1l","LIX1L_Lix1l"
"821","ANKRD34A","Ankrd34a","ANKRD34A_Ankrd34a"
"822","TXNIP","Txnip","TXNIP_Txnip"
"823","PRKAB2","Prkab2","PRKAB2_Prkab2"
"824","FMO5","Fmo5","FMO5_Fmo5"
"825","CHD1L","Chd1l","CHD1L_Chd1l"
"826","BCL9","Bcl9","BCL9_Bcl9"
"827","ACP6","Acp6","ACP6_Acp6"
"828","GJA5","Gja5","GJA5_Gja5"
"829","PDE4DIP","Pde4dip","PDE4DIP_Pde4dip"
"830","FCGR1A","Fcgr1","FCGR1A_Fcgr1"
"831","BOLA1","Bola1","BOLA1_Bola1"
"832","SV2A","Sv2a","SV2A_Sv2a"
"833","SF3B4","Sf3b4","SF3B4_Sf3b4"
"834","MTMR11","Mtmr11","MTMR11_Mtmr11"
"835","OTUD7B","Otud7b","OTUD7B_Otud7b"
"836","VPS45","Vps45","VPS45_Vps45"
"837","PLEKHO1","Plekho1","PLEKHO1_Plekho1"
"838","ANP32E","Anp32e","ANP32E_Anp32e"
"839","APH1A","Aph1a","APH1A_Aph1a"
"840","C1orf54","BC028528","C1orf54_BC028528"
"841","CIART","Ciart","CIART_Ciart"
"842","MRPS21","Mrps21","MRPS21_Mrps21"
"843","PRPF3","Prpf3","PRPF3_Prpf3"
"844","RPRD2","Rprd2","RPRD2_Rprd2"
"845","TARS2","Tars2","TARS2_Tars2"
"846","ECM1","Ecm1","ECM1_Ecm1"
"847","ADAMTSL4","Adamtsl4","ADAMTSL4_Adamtsl4"
"848","ENSA","Ensa","ENSA_Ensa"
"849","GOLPH3L","Golph3l","GOLPH3L_Golph3l"
"850","HORMAD1","Hormad1","HORMAD1_Hormad1"
"851","CTSS","Ctss","CTSS_Ctss"
"852","CTSK","Ctsk","CTSK_Ctsk"
"853","ARNT","Arnt","ARNT_Arnt"
"854","SETDB1","Setdb1","SETDB1_Setdb1"
"855","CERS2","Cers2","CERS2_Cers2"
"856","ANXA9","Anxa9","ANXA9_Anxa9"
"857","MINDY1","Mindy1","MINDY1_Mindy1"
"858","PRUNE1","Prune1","PRUNE1_Prune1"
"859","BNIPL","Bnipl","BNIPL_Bnipl"
"860","C1orf56","Gm128","C1orf56_Gm128"
"861","CDC42SE1","Cdc42se1","CDC42SE1_Cdc42se1"
"862","MLLT11","Mllt11","MLLT11_Mllt11"
"863","SEMA6C","Sema6c","SEMA6C_Sema6c"
"864","TNFAIP8L2","Tnfaip8l2","TNFAIP8L2_Tnfaip8l2"
"865","SCNM1","Scnm1","SCNM1_Scnm1"
"866","LYSMD1","Lysmd1","LYSMD1_Lysmd1"
"867","VPS72","Vps72","VPS72_Vps72"
"868","PIP5K1A","Pip5k1a","PIP5K1A_Pip5k1a"
"869","PSMD4","Psmd4","PSMD4_Psmd4"
"870","ZNF687","Zfp687","ZNF687_Zfp687"
"871","PI4KB","Pi4kb","PI4KB_Pi4kb"
"872","RFX5","Rfx5","RFX5_Rfx5"
"873","PSMB4","Psmb4","PSMB4_Psmb4"
"874","POGZ","Pogz","POGZ_Pogz"
"875","CGN","Cgn","CGN_Cgn"
"876","TUFT1","Tuft1","TUFT1_Tuft1"
"877","SNX27","Snx27","SNX27_Snx27"
"878","RIIAD1","Riiad1","RIIAD1_Riiad1"
"879","MRPL9","Mrpl9","MRPL9_Mrpl9"
"880","OAZ3","Oaz3","OAZ3_Oaz3"
"881","TDRKH","Tdrkh","TDRKH_Tdrkh"
"882","LINGO4","Lingo4","LINGO4_Lingo4"
"883","RORC","Rorc","RORC_Rorc"
"884","C2CD4D","C2cd4d","C2CD4D_C2cd4d"
"885","THEM4","Them4","THEM4_Them4"
"886","S100A10","S100a10","S100A10_S100a10"
"887","S100A11","S100a11","S100A11_S100a11"
"888","TCHH","Tchh","TCHH_Tchh"
"889","S100A8","S100a8","S100A8_S100a8"
"890","S100A6","S100a6","S100A6_S100a6"
"891","S100A5","S100a5","S100A5_S100a5"
"892","S100A4","S100a4","S100A4_S100a4"
"893","S100A3","S100a3","S100A3_S100a3"
"894","S100A2","S100a2","S100A2_S100a2"
"895","S100A16","S100a16","S100A16_S100a16"
"896","S100A14","S100a14","S100A14_S100a14"
"897","S100A13","S100a13","S100A13_S100a13"
"898","S100A1","S100a1","S100A1_S100a1"
"899","CHTOP","Chtop","CHTOP_Chtop"
"900","SNAPIN","Snapin","SNAPIN_Snapin"
"901","ILF2","Ilf2","ILF2_Ilf2"
"902","NPR1","Npr1","NPR1_Npr1"
"903","INTS3","Ints3","INTS3_Ints3"
"904","SLC27A3","Slc27a3","SLC27A3_Slc27a3"
"905","GATAD2B","Gatad2b","GATAD2B_Gatad2b"
"906","DENND4B","Dennd4b","DENND4B_Dennd4b"
"907","CRTC2","Crtc2","CRTC2_Crtc2"
"908","SLC39A1","Slc39a1","SLC39A1_Slc39a1"
"909","CREB3L4","Creb3l4","CREB3L4_Creb3l4"
"910","JTB","Jtb","JTB_Jtb"
"911","RAB13","Rab13","RAB13_Rab13"
"912","C1orf43","4933434E20Rik","C1orf43_4933434E20Rik"
"913","UBAP2L","Ubap2l","UBAP2L_Ubap2l"
"914","HAX1","Hax1","HAX1_Hax1"
"915","ATP8B2","Atp8b2","ATP8B2_Atp8b2"
"916","IL6R","Il6ra","IL6R_Il6ra"
"917","SHE","She","SHE_She"
"918","UBE2Q1","Ube2q1","UBE2Q1_Ube2q1"
"919","ADAR","Adar","ADAR_Adar"
"920","KCNN3","Kcnn3","KCNN3_Kcnn3"
"921","PMVK","Pmvk","PMVK_Pmvk"
"922","PBXIP1","Pbxip1","PBXIP1_Pbxip1"
"923","PYGO2","Pygo2","PYGO2_Pygo2"
"924","SHC1","Shc1","SHC1_Shc1"
"925","CKS1B","Cks1b","CKS1B_Cks1b"
"926","FLAD1","Flad1","FLAD1_Flad1"
"927","ZBTB7B","Zbtb7b","ZBTB7B_Zbtb7b"
"928","DCST2","Dcst2","DCST2_Dcst2"
"929","ADAM15","Adam15","ADAM15_Adam15"
"930","EFNA4","Efna4","EFNA4_Efna4"
"931","EFNA3","Efna3","EFNA3_Efna3"
"932","EFNA1","Efna1","EFNA1_Efna1"
"933","SLC50A1","Slc50a1","SLC50A1_Slc50a1"
"934","DPM3","Dpm3","DPM3_Dpm3"
"935","KRTCAP2","Krtcap2","KRTCAP2_Krtcap2"
"936","TRIM46","Trim46","TRIM46_Trim46"
"937","MUC1","Muc1","MUC1_Muc1"
"938","THBS3","Thbs3","THBS3_Thbs3"
"939","MTX1","Mtx1","MTX1_Mtx1"
"940","GBA","Gba","GBA_Gba"
"941","FAM189B","Fam189b","FAM189B_Fam189b"
"942","SCAMP3","Scamp3","SCAMP3_Scamp3"
"943","CLK2","Clk2","CLK2_Clk2"
"944","HCN3","Hcn3","HCN3_Hcn3"
"945","FDPS","Fdps","FDPS_Fdps"
"946","RUSC1","Rusc1","RUSC1_Rusc1"
"947","ASH1L","Ash1l","ASH1L_Ash1l"
"948","MSTO1","Msto1","MSTO1_Msto1"
"949","DAP3","Dap3","DAP3_Dap3"
"950","SYT11","Syt11","SYT11_Syt11"
"951","RIT1","Rit1","RIT1_Rit1"
"952","KHDC4","Khdc4","KHDC4_Khdc4"
"953","ARHGEF2","Arhgef2","ARHGEF2_Arhgef2"
"954","SSR2","Ssr2","SSR2_Ssr2"
"955","UBQLN4","Ubqln4","UBQLN4_Ubqln4"
"956","LAMTOR2","Lamtor2","LAMTOR2_Lamtor2"
"957","RAB25","Rab25","RAB25_Rab25"
"958","MEX3A","Mex3a","MEX3A_Mex3a"
"959","LMNA","Lmna","LMNA_Lmna"
"960","SEMA4A","Sema4a","SEMA4A_Sema4a"
"961","SLC25A44","Slc25a44","SLC25A44_Slc25a44"
"962","PMF1","Pmf1","PMF1_Pmf1"
"963","PAQR6","Paqr6","PAQR6_Paqr6"
"964","SMG5","Smg5","SMG5_Smg5"
"965","TMEM79","Tmem79","TMEM79_Tmem79"
"966","GLMP","Glmp","GLMP_Glmp"
"967","CCT3","Cct3","CCT3_Cct3"
"968","MEF2D","Mef2d","MEF2D_Mef2d"
"969","IQGAP3","Iqgap3","IQGAP3_Iqgap3"
"970","NAXE","Naxe","NAXE_Naxe"
"971","GPATCH4","Gpatch4","GPATCH4_Gpatch4"
"972","HAPLN2","Hapln2","HAPLN2_Hapln2"
"973","BCAN","Bcan","BCAN_Bcan"
"974","NES","Nes","NES_Nes"
"975","CRABP2","Crabp2","CRABP2_Crabp2"
"976","ISG20L2","Isg20l2","ISG20L2_Isg20l2"
"977","MRPL24","Mrpl24","MRPL24_Mrpl24"
"978","HDGF","Hdgf","HDGF_Hdgf"
"979","PRCC","Prcc","PRCC_Prcc"
"980","SH2D2A","Sh2d2a","SH2D2A_Sh2d2a"
"981","NTRK1","Ntrk1","NTRK1_Ntrk1"
"982","PEAR1","Pear1","PEAR1_Pear1"
"983","LRRC71","Lrrc71","LRRC71_Lrrc71"
"984","ARHGEF11","Arhgef11","ARHGEF11_Arhgef11"
"985","ETV3","Etv3","ETV3_Etv3"
"986","FCRL5","Fcrl5","FCRL5_Fcrl5"
"987","FCRL1","Fcrl1","FCRL1_Fcrl1"
"988","CD5L","Cd5l","CD5L_Cd5l"
"989","KIRREL1","Kirrel","KIRREL1_Kirrel"
"990","AIM2","Aim2","AIM2_Aim2"
"991","CADM3","Cadm3","CADM3_Cadm3"
"992","ACKR1","Ackr1","ACKR1_Ackr1"
"993","FCER1A","Fcer1a","FCER1A_Fcer1a"
"994","DUSP23","Dusp23","DUSP23_Dusp23"
"995","SLAMF8","Slamf8","SLAMF8_Slamf8"
