"symbol_mm","symbol_hs"
"Fam221a","FAM221A"
"Npy","NPY"
"Gsdme","GSDME"
"Osbpl3","OSBPL3"
"4921507P07Rik","C7orf31"
"Nfe2l3","NFE2L3"
"Hnrnpa2b1","HNRNPA2B1"
"Cbx3","CBX3"
"Snx10","SNX10"
"Skap2","SKAP2"
"Hoxa1","HOXA1"
"Hoxa2","HOXA2"
"Hoxa3","HOXA3"
"Hoxa4","HOXA4"
"Hoxa5","HOXA5"
"Hoxa7","HOXA7"
"Hibadh","HIBADH"
"Tax1bp1","TAX1BP1"
"Jazf1","JAZF1"
"Creb5","CREB5"
"Tril","TRIL"
"Chn2","CHN2"
"Prr15","PRR15"
"Wipf3","WIPF3"
"Scrn1","SCRN1"
"Fkbp14","FKBP14"
"Plekha8","PLEKHA8"
"Mturn","MTURN"
"Znrf2","ZNRF2"
"Nod1","NOD1"
"Ggct","GGCT"
"Gars","GARS1"
"Crhr2","CRHR2"
"Inmt","INMT"
"Mindy4","MINDY4"
"Aqp1","AQP1"
"Adcyap1r1","ADCYAP1R1"
"Itprid1","ITPRID1"
"Pde1c","PDE1C"
"Lsm5","LSM5"
"Avl9","AVL9"
"Kbtbd2","KBTBD2"
"Fkbp9","FKBP9"
"Nt5c3","NT5C3A"
"Ppm1k","PPM1K"
"Herc6","HERC6"
"Lancl2","LANCL2"
"Vopp1","VOPP1"
"Herc3","HERC3"
"Nap1l5","NAP1L5"
"Fam13a","FAM13A"
"Tigd2","TIGD2"
"Gprin3","GPRIN3"
"Snca","SNCA"
"Mmrn1","MMRN1"
"Ccser1","CCSER1"
"Smarcad1","SMARCAD1"
"Hpgds","HPGDS"
"Tnip3","TNIP3"
"Ndnf","NDNF"
"Prdm5","PRDM5"
"Mad2l1","MAD2L1"
"Gng12","GNG12"
"Gadd45a","GADD45A"
"Serbp1","SERBP1"
"Il12rb2","IL12RB2"
"Il23r","IL23R"
"Tacstd2","TACSTD2"
"Igkc","IGKC"
"Rpia","RPIA"
"Eif2ak3","EIF2AK3"
"Thnsl2","THNSL2"
"Fabp1","FABP1"
"Smyd1","SMYD1"
"Krcc1","KRCC1"
"Cd8a","CD8A"
"Rmnd5a","RMND5A"
"Rnf103","RNF103"
"Chmp3","CHMP3"
"Kdm3a","KDM3A"
"Reep1","REEP1"
"Mrpl35","MRPL35"
"Immt","IMMT"
"Ptcd3","PTCD3"
"Polr1a","POLR1A"
"St3gal5","ST3GAL5"
"Atoh8","ATOH8"
"Sftpb","SFTPB"
"Usp39","USP39"
"0610030E20Rik","C2orf68"
"Tmem150a","TMEM150A"
"Vamp5","VAMP5"
"Vamp8","VAMP8"
"Ggcx","GGCX"
"Mat2a","MAT2A"
"Sh2d6","SH2D6"
"Capg","CAPG"
"Elmod3","ELMOD3"
"Retsat","RETSAT"
"Tgoln1","TGOLN2"
"Tcf7l1","TCF7L1"
"Kcmf1","KCMF1"
"Dnah6","DNAH6"
"Suclg1","SUCLG1"
"Reg1","REG1A"
"Reg3g","REG1B"
"Gcfc2","GCFC2"
"Mrpl19","MRPL19"
"Eva1a","EVA1A"
"Tacr1","TACR1"
"Pole4","POLE4"
"Hk2","HK2"
"Sema4f","SEMA4F"
"M1ap","M1AP"
"Dok1","DOK1"
"Loxl3","LOXL3"
"Htra2","HTRA2"
"Aup1","AUP1"
"Dqx1","DQX1"
"Pcgf1","PCGF1"
"Lbx2","LBX2"
"Mrpl53","MRPL53"
"Mogs","MOGS"
"Wbp1","WBP1"
"Ino80b","INO80B"
"Rtkn","RTKN"
"Wdr54","WDR54"
"1700003E16Rik","C2orf81"
"Dctn1","DCTN1"
"Slc4a5","SLC4A5"
"Mthfd2","MTHFD2"
"Mob1a","MOB1A"
"Bola3","BOLA3"
"Tet3","TET3"
"Dguok","DGUOK"
"Actg2","ACTG2"
"Stambp","STAMBP"
"Cd207","CD207"
"Atp6v1b1","ATP6V1B1"
"Tex261","TEX261"
"Nagk","NAGK"
"Paip2b","PAIP2B"
"Zfp638","ZNF638"
"Dysf","DYSF"
"Cyp26b1","CYP26B1"
"Exoc6b","EXOC6B"
"Spr","SPR"
"Sfxn5","SFXN5"
"Rab11fip5","RAB11FIP5"
"Smyd5","SMYD5"
"Pradc1","PRADC1"
"Cct7","CCT7"
"Alms1","ALMS1"
"Tprkb","TPRKB"
"Dusp11","DUSP11"
"Tgfa","TGFA"
"Fam136a","FAM136A"
"Pcyox1","PCYOX1"
"Tia1","TIA1"
"C87436","C2orf42"
"Pcbp1","PCBP1"
"Asprv1","ASPRV1"
"Mxd1","MXD1"
"Anxa4","ANXA4"
"Aak1","AAK1"
"Nfu1","NFU1"
"Gfpt1","GFPT1"
"Antxr1","ANTXR1"
"Arhgap25","ARHGAP25"
"Aplf","APLF"
"1810020O05Rik","CFAP92"
"Efcc1","EFCC1"
"Gp9","GP9"
"Rab43","RAB43"
"Isy1","ISY1"
"Cnbp","CNBP"
"Copg1","COPG1"
"Hmces","HMCES"
"Rab7","RAB7A"
"Rpn1","RPN1"
"Gata2","GATA2"
"Eefsec","EEFSEC"
"Ruvbl1","RUVBL1"
"Sec61a1","SEC61A1"
"Mgll","MGLL"
"Abtb1","ABTB1"
"Podxl2","PODXL2"
"Mcm2","MCM2"
"Tpra1","TPRA1"
"Plxna1","PLXNA1"
"Chchd6","CHCHD6"
"Txnrd3","TXNRD3"
"Zxdc","ZXDC"
"Cfap100","CFAP100"
"Klf15","KLF15"
"Aldh1l1","ALDH1L1"
"Slc41a3","SLC41A3"
"Iqsec1","IQSEC1"
"Nup210","NUP210"
"Hdac11","HDAC11"
"Fbln2","FBLN2"
"Wnt7a","WNT7A"
"Chchd4","CHCHD4"
"Tmem43","TMEM43"
"Xpc","XPC"
"Lsm3","LSM3"
"Slc6a6","SLC6A6"
"Grip2","GRIP2"
"Ccdc174","CCDC174"
"Fgd5","FGD5"
"Nr2c2","NR2C2"
"Mrps25","MRPS25"
"Rbsn","RBSN"
"Prickle2","PRICKLE2"
"Adamts9","ADAMTS9"
"Magi1","MAGI1"
"Slc25a26","SLC25A26"
"Lrig1","LRIG1"
"Kbtbd8","KBTBD8"
"Suclg2","SUCLG2"
"Tafa1","TAFA1"
"Eogt","EOGT"
"Tmf1","TMF1"
"Uba3","UBA3"
"Arl6ip5","ARL6IP5"
"Lmod3","LMOD3"
"Frmd4b","FRMD4B"
"Mitf","MITF"
"Foxp1","FOXP1"
"Eif4e3","EIF4E3"
"Gpr27","GPR27"
"Rybp","RYBP"
"Shq1","SHQ1"
"Gxylt2","GXYLT2"
"Pdzrn3","PDZRN3"
"Chl1","CHL1"
"Cntn6","CNTN6"
"Cntn4","CNTN4"
"Il5ra","IL5RA"
"Trnt1","TRNT1"
"Crbn","CRBN"
"Lrrn1","LRRN1"
"Sumf1","SUMF1"
"Itpr1","ITPR1"
"Bhlhe40","BHLHE40"
"Arl8b","ARL8B"
"Edem1","EDEM1"
"Lmcd1","LMCD1"
"Ssu2","SSUH2"
"Cav3","CAV3"
"Oxtr","OXTR"
"Rad18","RAD18"
"Srgap3","SRGAP3"
"Thumpd3","THUMPD3"
"Setd5","SETD5"
"Lhfpl4","LHFPL4"
"Mtmr14","MTMR14"
"Brpf1","BRPF1"
"Ogg1","OGG1"
"Camk1","CAMK1"
"Tada3","TADA3"
"Arpc4","ARPC4"
"Ttll3","TTLL3"
"Rpusd3","RPUSD3"
"Cidec","CIDEC"
"Jagn1","JAGN1"
"Il17re","IL17RE"
"Il17rc","IL17RC"
"Creld1","CRELD1"
"Prrt3","PRRT3"
"Emc3","EMC3"
"Fancd2","FANCD2"
"Brk1","BRK1"
"Irak2","IRAK2"
"Tatdn2","TATDN2"
"Ghrl","GHRL"
"Sec13","SEC13"
"Atp2b2","ATP2B2"
"Hrh1","HRH1"
"Atg7","ATG7"
"Vgll4","VGLL4"
"Tamm41","TAMM41"
"Syn2","SYN2"
"Timp4","TIMP4"
"Pparg","PPARG"
"Tsen2","TSEN2"
"Mkrn2os","MKRN2OS"
"Mkrn2","MKRN2"
"Raf1","RAF1"
"Tmem40","TMEM40"
"Cand2","CAND2"
"Efcab12","EFCAB12"
"Mbd4","MBD4"
"Ift122","IFT122"
"Rho","RHO"
"Plxnd1","PLXND1"
"Tmcc1","TMCC1"
"Zfand4","ZFAND4"
"Alox5","ALOX5"
"Zfp422","ZNF22"
"Rassf4","RASSF4"
"Depp1","DEPP1"
"Cxcl12","CXCL12"
"Zfp637","ZNF32"
"Zfp239","ZNF239"
"Hnrnpf","HNRNPF"
"Fxyd4","FXYD4"
"Rasgef1a","RASGEF1A"
"Csgalnact2","CSGALNACT2"
"Ret","RET"
"Bms1","BMS1"
"Zfp248","ZNF248"
"Zfp9","ZNF25"
"Ankrd26","ANKRD62"
"Cacna1c","CACNA1C"
"Dcp1b","DCP1B"
"Cacna2d4","CACNA2D4"
"Lrtm2","LRTM2"
"Adipor2","ADIPOR2"
"Wnt5b","WNT5B"
"Fbxl14","FBXL14"
"Erc1","ERC1"
"Rad52","RAD52"
"Wnk1","WNK1"
"Ninj2","NINJ2"
"Ccdc77","CCDC77"
"Kdm5a","KDM5A"
"Il17ra","IL17RA"
"Tmem121b","TMEM121B"
"Hdhd5","HDHD5"
"Cecr2","CECR2"
"Slc25a18","SLC25A18"
"Atp6v1e1","ATP6V1E1"
"Bcl2l13","BCL2L13"
"Bid","BID"
"Mical3","MICAL3"
"Pex26","PEX26"
"Tuba8","TUBA8"
"Usp18","USP18"
"Slc6a13","SLC6A13"
"A2m","A2M"
"Klrg1","KLRG1"
"M6pr","M6PR"
"Phc1","PHC1"
"Rimklb","RIMKLB"
"Mfap5","MFAP5"
"Aicda","AICDA"
"Apobec1","APOBEC1"
"Gdf3","GDF3"
"Dppa3","DPPA3"
"Foxj2","FOXJ2"
"C3ar1","C3AR1"
"Necap1","NECAP1"
"Clec4a1","CLEC4A"
"Clec4n","CLEC6A"
"Clec4d","CLEC4D"
"Clec4e","CLEC4E"
"Cd163","CD163"
"Pex5","PEX5"
"Clstn3","CLSTN3"
"C1rl","C1RL"
"C1ra","C1R"
"C1s1","C1S"
"Lpcat3","LPCAT3"
"Emg1","EMG1"
"Phb2","PHB2"
"Ptpn6","PTPN6"
"Grcc10","C12orf57"
"Atn1","ATN1"
"Eno2","ENO2"
"Lrrc23","LRRC23"
"Spsb2","SPSB2"
"Tpi1","TPI1"
"Usp5","USP5"
"Cdca3","CDCA3"
"P3h3","P3H3"
"Gpr162","GPR162"
"Cd4","CD4"
"Lag3","LAG3"
"Ptms","PTMS"
"Mlf2","MLF2"
"Cops7a","COPS7A"
"Pianp","PIANP"
"Zfp384","ZNF384"
"Ing4","ING4"
"Acrbp","ACRBP"
"Chd4","CHD4"
"Nop2","NOP2"
"Iffo1","IFFO1"
"Gapdh","GAPDH"
"Ncapd2","NCAPD2"
"Mrpl51","MRPL51"
"Vamp1","VAMP1"
"Tapbpl","TAPBPL"
"Cd27","CD27"
"Ltbr","LTBR"
"Scnn1a","SCNN1A"
"Tnfrsf1a","TNFRSF1A"
"Plekhg6","PLEKHG6"
"Cd9","CD9"
"Vwf","VWF"
"Ano2","ANO2"
"Ntf3","NTF3"
"Kcna5","KCNA5"
"Kcna1","KCNA1"
"Kcna6","KCNA6"
"Ndufa9","NDUFA9"
"Dyrk4","DYRK4"
"Rad51ap1","RAD51AP1"
"D6Wsu163e","C12orf4"
"Tigar","TIGAR"
"Ccnd2","CCND2"
"Parp11","PARP11"
"Cracr2a","CRACR2A"
"Prmt8","PRMT8"
"Tspan11","TSPAN11"
"Tspan9","TSPAN9"
"Tead4","TEAD4"
"Tulp3","TULP3"
"Rhno1","RHNO1"
"Foxm1","FOXM1"
"Nrip2","NRIP2"
"Itfg2","ITFG2"
"Fkbp4","FKBP4"
"Cd69","CD69"
"Clec12a","CLEC12A"
"Clec12b","CLEC12B"
"Clec1b","CLEC1B"
"Clec9a","CLEC9A"
"Clec1a","CLEC1A"
"Olr1","OLR1"
"Gabarapl1","GABARAPL1"
"Klrd1","KLRD1"
"Klrk1","KLRK1"
"Magohb","MAGOHB"
"Styk1","STYK1"
"Ybx3","YBX3"
"Smim10l1","SMIM10L1"
"Etv6","ETV6"
"Bcl2l14","BCL2L14"
"Lrp6","LRP6"
"Mansc1","MANSC1"
"Borcs5","BORCS5"
"Dusp16","DUSP16"
"Crebl2","CREBL2"
"Gpr19","GPR19"
"Cdkn1b","CDKN1B"
"Apold1","APOLD1"
"Ddx47","DDX47"
"Gprc5a","GPRC5A"
"Hebp1","HEBP1"
"Fam234b","FAM234B"
"Gsg1","GSG1"
"Pbp2","PEBP1"
"Emp1","EMP1"
"Atf7ip","ATF7IP"
"Plbd1","PLBD1"
"Gucy2c","GUCY2C"
"BC049715","C12orf60"
"Smco3","SMCO3"
"Art4","ART4"
"Mgp","MGP"
"Erp27","ERP27"
"Arhgdib","ARHGDIB"
"Pde6h","PDE6H"
"Rerg","RERG"
"Ptpro","PTPRO"
"Eps8","EPS8"
"Strap","STRAP"
"Dera","DERA"
"Mgst1","MGST1"
"Pik3c2g","PIK3C2G"
"Plekha5","PLEKHA5"
"Aebp2","AEBP2"
"Pde3a","PDE3A"
"Slco1c1","SLCO1C1"
"Slco1a5","SLCO1A2"
"Pyroxd1","PYROXD1"
"Recql","RECQL"
"Golt1b","GOLT1B"
"Spx","SPX"
"Ldhb","LDHB"
"Kcnj8","KCNJ8"
"Abcc9","ABCC9"
"Cmas","CMAS"
"St8sia1","ST8SIA1"
"C2cd5","C2CD5"
"Etnk1","ETNK1"
"Sox5","SOX5"
"Bcat1","BCAT1"
"Casc1","DNAI7"
"Etfrf1","ETFRF1"
"Kras","KRAS"
"Lmntd1","LMNTD1"
"Rassf8","RASSF8"
"Bhlhe41","BHLHE41"
"Sspn","SSPN"
"Itpr2","ITPR2"
"Ints13","INTS13"
"Fgfr1op2","FGFR1OP2"
"Tm7sf3","TM7SF3"
"Med21","MED21"
"Stk38l","STK38L"
"Arntl2","ARNTL2"
"Ppfibp1","PPFIBP1"
"Rep15","REP15"
"Mrps35","MRPS35"
"Klhl42","KLHL42"
"Pthlh","PTHLH"
"Ccdc91","CCDC91"
"Ergic2","ERGIC2"
"Tmtc1","TMTC1"
"Ipo8","IPO8"
"Caprin2","CAPRIN2"
"Sinhcaf","SINHCAF"
"Dennd5b","DENND5B"
"Etfbkmt","ETFBKMT"
"Amn1","AMN1"
"Resf1","RESF1"
"Bicd1","BICD1"
"Nlrp12","NLRP12"
"Myadm","MYADM"
"Prkcg","PRKCG"
"Cacng7","CACNG7"
"Tarm1","TARM1"
"Oscar","OSCAR"
"Ndufa3","NDUFA3"
"Tfpt","TFPT"
"Prpf31","PRPF31"
"Cnot3","CNOT3"
"Leng1","LENG1"
"Tmc4","TMC4"
"Mboat7","MBOAT7"
"Tsen34","TSEN34"
"Lair1","LAIR1"
"Ttyh1","TTYH1"
"Leng8","LENG8"
"Leng9","LENG9"
"Cdc42ep5","CDC42EP5"
"Ncr1","NCR1"
"Gp6","GP6"
"Rdh13","RDH13"
"Eps8l1","EPS8L1"
"Ppp1r12c","PPP1R12C"
"Tnnt1","TNNT1"
"Tnni3","TNNI3"
"Dnaaf3","DNAAF3"
"Syt5","SYT5"
"Tmem86b","TMEM86B"
"Ppp6r1","PPP6R1"
"Hspbp1","HSPBP1"
"Brsk1","BRSK1"
"Tmem150b","TMEM150B"
"Kmt5c","KMT5C"
"Cox6b2","COX6B2"
"Il11","IL11"
"Tmem238","TMEM238"
"Ube2s","UBE2S"
"Shisa7","SHISA7"
"Zfp628","ZNF628"
"Nat14","NAT14"
"Ssc5d","SSC5D"
"Sbk2","SBK2"
"Sbk3","SBK3"
"Zfp579","ZNF579"
"Fiz1","FIZ1"
"Zfp524","ZNF524"
"Zfp865","ZNF865"
"Ccdc106","CCDC106"
"Zfp784","ZNF784"
"Zfp580","ZNF580"
"U2af2","U2AF2"
"Epn1","EPN1"
"Zfp787","ZNF787"
"Zfp444","ZNF444"
"Epp13","EDDM13"
"Zfp667","ZNF667"
"Zfp583","ZNF583"
"Gm3854","ZNF582"
"Zfp28","ZFP28"
"Peg3","PEG3"
"Clcn4","CLCN4"
"Zik1","ZIK1"
"Zfp551","ZNF551"
"Zfp606","ZNF606"
"Zscan18","ZSCAN18"
"Zfp329","ZNF329"
"Zfp128","ZNF8"
"Zscan22","ZSCAN22"
"Rnf225","RNF225"
"Zfp446","ZNF446"
"Trim28","TRIM28"
"Zbtb45","ZBTB45"
"Chmp2a","CHMP2A"
"Ube2m","UBE2M"
"Mzf1","MZF1"
"Zswim9","ZSWIM9"
"Lig1","LIG1"
"Pla2g4c","PLA2G4C"
"Selenow","SELENOW"
"Nop53","NOP53"
"Ehd2","EHD2"
"Bicra","BICRA"
"Napa","NAPA"
"Kptn","KPTN"
"Slc8a2","SLC8A2"
"Meis3","MEIS3"
"Dhx34","DHX34"
"C5ar2","C5AR2"
"C5ar1","C5AR1"
"Inafm1","INAFM1"
"Ccdc9","CCDC9"
"Bbc3","BBC3"
"Sae1","SAE1"
"Zc3h4","ZC3H4"
"Tmem160","TMEM160"
"Arhgap35","ARHGAP35"
"Ap2s1","AP2S1"
"Slc1a5","SLC1A5"
"Fkrp","FKRP"
"Strn4","STRN4"
"Prkd2","PRKD2"
"Dact3","DACT3"
"Gng8","GNG8"
"Ptgir","PTGIR"
"Ccdc8","CCDC8"
"Ppp5c","PPP5C"
"Hif3a","HIF3A"
"Pglyrp1","PGLYRP1"
"Ccdc61","CCDC61"
"Nova2","NOVA2"
"Mypop","MYPOP"
"Irf2bp1","IRF2BP1"
"Foxa3","FOXA3"
"Sympk","SYMPK"
"Dmwd","DMWD"
"Dmpk","DMPK"
"Six5","SIX5"
"Fbxo46","FBXO46"
"Qpctl","QPCTL"
"Snrpd2","SNRPD2"
"Eml2","EML2"
"Gpr4","GPR4"
"Opa3","OPA3"
"Vasp","VASP"
"Rtn2","RTN2"
"Fosb","FOSB"
"Ercc1","ERCC1"
"Cd3eap","POLR1G"
"Ppp1r13l","PPP1R13L"
"Ercc2","ERCC2"
"Klc3","KLC3"
"Ckm","CKM"
"Mark4","MARK4"
"Exoc3l2","EXOC3L2"
"Bloc1s3","BLOC1S3"
"Trappc6a","TRAPPC6A"
"Nkpd1","NKPD1"
"Ppp1r37","PPP1R37"
"Gemin7","GEMIN7"
"Zfp296","ZNF296"
"Clasrp","CLASRP"
"Relb","RELB"
"Clptm1","CLPTM1"
"Apoc2","APOC2"
"Apoc4","APOC4"
"Apoc1","APOC1"
"Apoe","APOE"
"Tomm40","TOMM40"
"Nectin2","NECTIN2"
"Bcam","BCAM"
"Cblc","CBLC"
"Bcl3","BCL3"
"Ceacam16","CEACAM16"
"Ceacam19","CEACAM19"
"Pvr","PVR"
"Igsf23","IGSF23"
"Nlrp5","NLRP5"
"Zfp180","ZNF180"
"Zfp111","ZNF112"
"Zfp61","ZNF226"
"Zfp94","ZNF45"
"Kcnn4","KCNN4"
"Smg9","SMG9"
"Irgc1","IRGC"
"Plaur","PLAUR"
"Cadm4","CADM4"
"Zfp428","ZNF428"
"Irgq","IRGQ"
"Pinlyp","PINLYP"
"Xrcc1","XRCC1"
"Zfp575","ZNF575"
"Ethe1","ETHE1"
"Phldb3","PHLDB3"
"Cd79a","CD79A"
"Arhgef1","ARHGEF1"
"Rabac1","RABAC1"
"Atp1a3","ATP1A3"
"Grik5","GRIK5"
"Zfp574","ZNF574"
"Pou2f2","POU2F2"
"Dedd2","DEDD2"
"Zfp526","ZNF526"
"Gsk3a","GSK3A"
"Erf","ERF"
"Cic","CIC"
"Pafah1b3","PAFAH1B3"
"Megf8","MEGF8"
"Lipe","LIPE"
"Cxcl17","CXCL17"
"Dmac2","DMAC2"
"B3gnt8","B3GNT8"
"Bckdha","BCKDHA"
"Exosc5","EXOSC5"
"Tmem91","TMEM91"
"B9d2","B9D2"
"Tgfb1","TGFB1"
"Ccdc97","CCDC97"
"Hnrnpul1","HNRNPUL1"
"Axl","AXL"
"Cyp2s1","CYP2S1"
"Cyp2f2","CYP2F1"
"Egln2","EGLN2"
"Rab4b","RAB4B"
"Mia","MIA"
"Snrpa","SNRPA"
"BC024978","C19orf54"
"Itpkc","ITPKC"
"Coq8b","COQ8B"
"Numbl","NUMBL"
"Ltbp4","LTBP4"
"Shkbp1","SHKBP1"
"Sptbn4","SPTBN4"
"Blvrb","BLVRB"
"Sertad3","SERTAD3"
"Sertad1","SERTAD1"
"Prx","PRX"
"Hipk4","HIPK4"
"Pld3","PLD3"
"2310022A10Rik","C19orf47"
"Akt2","AKT2"
"Map3k10","MAP3K10"
"Zfp780b","ZNF420"
"Psmc4","PSMC4"
"Fbl","FBL"
"Dyrk1b","DYRK1B"
"Eid2","EID2"
"Eid2b","EID2B"
"Timm50","TIMM50"
"Supt5","SUPT5H"
"Plekhg2","PLEKHG2"
"Zfp36","ZFP36"
"Med29","MED29"
"Paf1","PAF1"
"Samd4b","SAMD4B"
"Gmfg","GMFG"
"Lrfn1","LRFN1"
"Nccrp1","NCCRP1"
"Pak4","PAK4"
"Acp7","ACP7"
"Fbxo27","FBXO27"
"Fbxo17","FBXO17"
"Mrps12","MRPS12"
"Sars2","SARS2"
"Nfkbib","NFKBIB"
"Sirt2","SIRT2"
"Rinl","RINL"
"Hnrnpl","HNRNPL"
"Ech1","ECH1"
"Lgals4","LGALS4"
"Capn12","CAPN12"
"Actn4","ACTN4"
"Eif3k","EIF3K"
"Map4k1","MAP4K1"
"Ryr1","RYR1"
"Rasgrp4","RASGRP4"
"Fam98c","FAM98C"
"Spred3","SPRED3"
"Ggn","GGN"
"Psmd8","PSMD8"
"Catsperg1","CATSPERG"
"Kcnk6","KCNK6"
"Yif1b","YIF1B"
"2200002D01Rik","C19orf33"
"Spint2","SPINT2"
"Ppp1r14a","PPP1R14A"
"Dpf1","DPF1"
"Sipa1l3","SIPA1L3"
"Zfp30","ZFP30"
"Zfp383","ZNF383"
"Zfp74","ZNF569"
"Zfp14","ZFP14"
"Zfp82","ZFP82"
"Zfp566","ZNF566"
"Zfp260","ZNF260"
"Zfp382","ZNF382"
"Zfp146","ZNF146"
"Cox7a1","COX7A1"
"Capns1","CAPNS1"
"Tbcb","TBCB"
"Polr2i","POLR2I"
"Wdr62","WDR62"
"Clip3","CLIP3"
"Alkbh6","ALKBH6"
"Syne4","SYNE4"
"Sdhaf1","SDHAF1"
"Lrfn3","LRFN3"
"Tyrobp","TYROBP"
"Hcst","HCST"
"Nfkbid","NFKBID"
"Aplp1","APLP1"
"Nphs1","NPHS1"
"Arhgap33","ARHGAP33"
"Proser3","PROSER3"
"Hspb6","HSPB6"
"Lin37","LIN37"
"Psenen","PSENEN"
"U2af1l4","U2AF1L4"
"Igflr1","IGFLR1"
"Kmt2b","KMT2B"
"Zbtb32","ZBTB32"
"Upk1a","UPK1A"
"Cox6b1","COX6B1"
"Rbm42","RBM42"
"Haus5","HAUS5"
"Tmem147","TMEM147"
"Sbsn","SBSN"
"Dmkn","DMKN"
"Ffar2","FFAR2"
"Ffar1","FFAR1"
"Cd22","CD22"
"Mag","MAG"
"Hamp","HAMP"
"Usf2","USF2"
"Lsr","LSR"
"Fam187b","FAM187B"
"Fxyd7","FXYD7"
"Fxyd1","FXYD1"
"Lgi4","LGI4"
"Fxyd3","FXYD3"
"Hpn","HPN"
"Scn1b","SCN1B"
"Gramd1a","GRAMD1A"
"Wtip","WTIP"
"Uba2","UBA2"
"Pdcd2l","PDCD2L"
"Gpi1","GPI"
"Lsm14a","LSM14A"
"Kctd15","KCTD15"
"Chst8","CHST8"
"Pepd","PEPD"
"Cebpg","CEBPG"
"Cebpa","CEBPA"
"Slc7a10","SLC7A10"
"Lrp3","LRP3"
"Gpatch1","GPATCH1"
"Rhpn2","RHPN2"
"Faap24","FAAP24"
"Cep89","CEP89"
"Nudt19","NUDT19"
"Rgs9bp","RGS9BP"
"Ankrd27","ANKRD27"
"Pdcd5","PDCD5"
"Dpy19l3","DPY19L3"
"Zfp507","ZNF507"
"Tshz3","TSHZ3"
"Zfp536","ZNF536"
"Uri1","URI1"
"Ccne1","CCNE1"
"1600014C10Rik","C19orf12"
"Plekhf1","PLEKHF1"
"Pop4","POP4"
"Vstm2b","VSTM2B"
"Nkg7","NKG7"
"Etfb","ETFB"
"Vsig10l","VSIG10L"
"Iglon5","IGLON5"
"Ctu1","CTU1"
"Klk14","KLK14"
"Klk13","KLK13"
"Klk11","KLK11"
"Klk10","KLK10"
"Klk8","KLK8"
"Clec11a","CLEC11A"
"Shank1","SHANK1"
"1700008O03Rik","C19orf81"
"Syt3","SYT3"
"Lrrc4b","LRRC4B"
"Josd2","JOSD2"
"Emc10","EMC10"
"Fam71e1","GARIN5A"
"Mybpc2","MYBPC2"
"Spib","SPIB"
"Pold1","POLD1"
"Nr1h2","NR1H2"
"Napsa","NAPSA"
"Kcnc3","KCNC3"
"Myh14","MYH14"
"Zfp473","ZNF473"
"Vrk3","VRK3"
"Atf5","ATF5"
"Nup62","NUP62"
"Il4i1","IL4I1"
"Tbc1d17","TBC1D17"
"Akt1s1","AKT1S1"
"Pnkp","PNKP"
"Ptov1","PTOV1"
"Med25","MED25"
"Fuz","FUZ"
"Ap2a1","AP2A1"
"Cpt1c","CPT1C"
"Prmt1","PRMT1"
"Bcl2l12","BCL2L12"
"Irf3","IRF3"
"Scaf1","SCAF1"
"Rras","RRAS"
"Prr12","PRR12"
"Prrg2","PRRG2"
"Nosip","NOSIP"
"Rcn3","RCN3"
"Fcgrt","FCGRT"
"Flt3l","FLT3LG"
"Aldh16a1","ALDH16A1"
"Pih1d1","PIH1D1"
"Slc17a7","SLC17A7"
"Gfy","GFY"
"Dkkl1","DKKL1"
"Tead2","TEAD2"
"Cd37","CD37"
"Trpm4","TRPM4"
"Hrc","HRC"
"Ppfia3","PPFIA3"
"Lin7b","LIN7B"
"Snrnp70","SNRNP70"
"Ntf5","NTF4"
"Ruvbl2","RUVBL2"
"Gys1","GYS1"
"Bax","BAX"
"Dhdh","DHDH"
"Tulp2","TULP2"
"Nucb1","NUCB1"
"Ppp1r15a","PPP1R15A"
"Plekha4","PLEKHA4"
"Hsd17b14","HSD17B14"
"Bcat2","BCAT2"
"Fut1","FUT1"
"Izumo1","IZUMO1"
"Rasip1","RASIP1"
"Mamstr","MAMSTR"
"Ntn5","NTN5"
"Car11","CA11"
"Dbp","DBP"
"Sphk2","SPHK2"
"Fam83e","FAM83E"
"Sult2b1","SULT2B1"
"Lmtk3","LMTK3"
"Cyth2","CYTH2"
"Grwd1","GRWD1"
"Grin2d","GRIN2D"
"Kdelr1","KDELR1"
"Tmem143","TMEM143"
"Emp3","EMP3"
"Abcc6","ABCC6"
"Kcnj11","KCNJ11"
"Abcc8","ABCC8"
"Kcnc1","KCNC1"
"Sergef","SERGEF"
"Saal1","SAAL1"
"Hps5","HPS5"
"Gtf2h1","GTF2H1"
"Ldha","LDHA"
"Tsg101","TSG101"
"Uevld","UEVLD"
"Spty2d1","SPTY2D1"
"Tmem86a","TMEM86A"
"Ptpn5","PTPN5"
"Zdhhc13","ZDHHC13"
"Csrp3","CSRP3"
"E2f8","E2F8"
"Nav2","NAV2"
"Htatip2","HTATIP2"
"Prmt3","PRMT3"
"Nell1","NELL1"
"Ano5","ANO5"
"Fancf","FANCF"
"Gas2","GAS2"
"Svip","SVIP"
"Tubgcp5","TUBGCP5"
"Cyfip1","CYFIP1"
"Nipa2","NIPA2"
"Nipa1","NIPA1"
"Herc2","HERC2"
"Atp10a","ATP10A"
"Ube3a","UBE3A"
"Snrpn","SNRPN"
"Ndn","NDN"
"Mkrn3","MKRN3"
"Otud7a","OTUD7A"
"Klf13","KLF13"
"Mtmr10","MTMR10"
"Mphosph10","MPHOSPH10"
